date,temperature
2014-01-01,10.248357076505616
2014-01-02,9.950428417172306
2014-01-03,10.362957919667615
2014-01-04,10.82016669474772
2014-01-05,9.961090751868262
2014-01-06,9.980584722482032
2014-01-07,10.906708003203661
2014-01-08,10.520222545311263
2014-01-09,9.921119339014872
2014-01-10,10.446428266144244
2014-01-11,9.962664089414954
2014-01-12,9.980658373232345
2014-01-13,10.35357299480913
2014-01-14,9.294931343868885
2014-01-15,9.40799589268342
2014-01-16,10.008090896875345
2014-01-17,9.801488277542289
2014-01-18,10.48357886007319
2014-01-19,9.890869593212146
2014-01-20,9.65702424771273
2014-01-21,11.11415598003703
2014-01-22,10.286453025072241
2014-01-23,10.450962048532894
2014-01-24,9.722520982153261
2014-01-25,10.180234428416885
2014-01-26,10.5252446791317
2014-01-27,9.911464425415575
2014-01-28,10.691801716264084
2014-01-29,10.220432016375078
2014-01-30,10.39150387391415
2014-01-31,10.25289121160973
2014-02-01,11.49606548721458
2014-02-02,10.57914157611444
2014-02-03,10.072774325232189
2014-02-04,11.028411631895457
2014-02-05,10.02199058719498
2014-02-06,10.751875451881606
2014-02-07,9.682392088759036
2014-02-08,10.012664219749764
2014-02-09,10.789458992838565
2014-02-10,11.074268371929046
2014-02-11,10.804456146175685
2014-02-12,10.674409748190925
2014-02-13,10.59486373432736
2014-02-14,10.019051044601287
2014-02-15,10.410996223315982
2014-02-16,10.552910236000654
2014-02-17,11.323802323849703
2014-02-18,10.978757643813003
2014-02-19,9.936826928842601
2014-02-20,10.991474356256793
2014-02-21,10.647659212085173
2014-02-22,10.512185828178946
2014-02-23,11.16660594672631
2014-02-24,11.386059162648005
2014-02-25,11.345657938393433
2014-02-26,10.469530853691214
2014-02-27,10.743314932421523
2014-02-28,11.071990749406776
2014-03-01,11.402222690149365
2014-03-02,10.682604183997814
2014-03-03,10.836750112190074
2014-03-04,10.383444705239812
2014-03-05,10.345183075004433
2014-03-06,11.355862542228142
2014-03-07,11.633669522708987
2014-03-08,10.925128681697238
2014-03-09,11.468116645347886
2014-03-10,11.152014886602096
2014-03-11,10.65311204362114
2014-03-12,11.160471427304852
2014-03-13,11.752518698665293
2014-03-14,10.968937847948176
2014-03-15,11.772145526611597
2014-03-16,9.682545219430718
2014-03-17,11.40558334537554
2014-03-18,11.039989350645135
2014-03-19,10.848414564578356
2014-03-20,11.04486919553812
2014-03-21,10.005892651947612
2014-03-22,10.890146938445188
2014-03-23,11.178462295369082
2014-03-24,11.738393542782148
2014-03-25,10.739469481446324
2014-03-26,10.593133740848366
2014-03-27,10.744896322139594
2014-03-28,11.451489168769253
2014-03-29,11.155796655312438
2014-03-30,10.723794619483357
2014-03-31,11.242183740036346
2014-04-01,11.030586977168188
2014-04-02,11.462493093657084
2014-04-03,10.622892148004984
2014-04-04,10.805463045855483
2014-04-05,10.768244564061778
2014-04-06,10.22717669683
2014-04-07,11.101262901218574
2014-04-08,11.07763424522568
2014-04-09,10.943204771273532
2014-04-10,10.816535968834366
2014-04-11,10.218968324937789
2014-04-12,10.708800608745142
2014-04-13,10.739883881288677
2014-04-14,10.501871685741216
2014-04-15,10.813791106237574
2014-04-16,11.08754077487921
2014-04-17,11.819350836891187
2014-04-18,10.95395403031796
2014-04-19,10.985515925375383
2014-04-20,10.809265544332028
2014-04-21,9.876526755895595
2014-04-22,10.811759423264428
2014-04-23,10.843919768899095
2014-04-24,12.033902618789375
2014-04-25,10.694270983795514
2014-04-26,10.929092572828381
2014-04-27,10.748532626675745
2014-04-28,10.168826033495511
2014-04-29,11.311564799912238
2014-04-30,11.102825027863117
2014-05-01,11.1088014697402
2014-05-02,10.244745813101309
2014-05-03,11.386723098016201
2014-05-04,9.97002457157332
2014-05-05,10.9497460696125
2014-05-06,11.736661613874052
2014-05-07,10.131036470466302
2014-05-08,10.327786943311406
2014-05-09,10.645158889674317
2014-05-10,10.327764973399635
2014-05-11,9.788118930104806
2014-05-12,10.581464372469767
2014-05-13,9.999553886779216
2014-05-14,10.7508217417
2014-05-15,10.037436498895715
2014-05-16,11.255048673032201
2014-05-17,10.071203974531208
2014-05-18,10.284371909516837
2014-05-19,10.834562888817674
2014-05-20,9.794610034087349
2014-05-21,10.50585316814203
2014-05-22,11.02762553962636
2014-05-23,9.552100374120453
2014-05-24,10.429810585785154
2014-05-25,10.44895757599785
2014-05-26,10.691328064805111
2014-05-27,9.66322676837115
2014-05-28,9.602651518163317
2014-05-29,10.504927716808933
2014-05-30,10.373433029201733
2014-05-31,10.331084802243094
2014-06-01,10.35988140175122
2014-06-02,9.827392431280265
2014-06-03,10.264215077868533
2014-06-04,10.275251236837066
2014-06-05,9.752116808968344
2014-06-06,11.022715470301574
2014-06-07,10.307245998949298
2014-06-08,9.455152201888419
2014-06-09,10.359535726548561
2014-06-10,9.524361097557755
2014-06-11,10.385682767209593
2014-06-12,10.551879794978952
2014-06-13,9.542692877998144
2014-06-14,10.41519210513409
2014-06-15,10.120389952157709
2014-06-16,10.305557925167728
2014-06-17,10.823493052153422
2014-06-18,9.733019013083837
2014-06-19,9.459516710907403
2014-06-20,9.372361908028601
2014-06-21,9.390018289923477
2014-06-22,9.740254212350932
2014-06-23,9.93034732989375
2014-06-24,9.87917494165425
2014-06-25,10.135578538213167
2014-06-26,9.709751613719378
2014-06-27,10.411395012293493
2014-06-28,9.53379754089829
2014-06-29,11.007836282323751
2014-06-30,9.942345903086773
2014-07-01,9.182835749212321
2014-07-02,9.058019269776288
2014-07-03,9.81690827921653
2014-07-04,9.446309601827396
2014-07-05,9.897579281113304
2014-07-06,9.75991168447388
2014-07-07,9.469774667113045
2014-07-08,9.06587747358698
2014-07-09,8.715131359868856
2014-07-10,9.232779963883463
2014-07-11,9.867927453372117
2014-07-12,9.530679933982206
2014-07-13,8.784889226469616
2014-07-14,9.478701255256649
2014-07-15,9.56935426897534
2014-07-16,8.919590156733232
2014-07-17,9.423449039875022
2014-07-18,9.361008488453624
2014-07-19,8.745992271143237
2014-07-20,9.482205559975302
2014-07-21,9.56980519212079
2014-07-22,9.817311507519861
2014-07-23,9.789336991226204
2014-07-24,8.560533591167141
2014-07-25,8.767675296168647
2014-07-26,9.481617112228182
2014-07-27,9.468801016787245
2014-07-28,9.457542012484044
2014-07-29,11.114800157639106
2014-07-30,9.462606458172516
2014-07-31,9.733985674684735
2014-08-01,9.632564442602293
2014-08-02,9.47094301841406
2014-08-03,8.977623675497322
2014-08-04,9.505084708622649
2014-08-05,8.729863882901295
2014-08-06,8.9888817375309
2014-08-07,8.85596541495781
2014-08-08,9.131285311368483
2014-08-09,10.239726658258741
2014-08-10,8.141165034734863
2014-08-11,9.410682013249193
2014-08-12,8.254305073010336
2014-08-13,8.818167605823556
2014-08-14,9.592441305402374
2014-08-15,9.074302782775105
2014-08-16,8.497853669301058
2014-08-17,8.674006087775846
2014-08-18,9.36675923944184
2014-08-19,8.657451807652528
2014-08-20,9.12691316787069
2014-08-21,9.037894045587755
2014-08-22,8.68610907564503
2014-08-23,10.08106051323634
2014-08-24,9.323606373550684
2014-08-25,7.992014071859647
2014-08-26,9.096131923185597
2014-08-27,8.670712474930196
2014-08-28,9.426905354214954
2014-08-29,8.603893685991999
2014-08-30,8.942633796333537
2014-08-31,9.252726270060748
2014-09-01,9.433723404559188
2014-09-02,8.401693109616307
2014-09-03,8.835968148727591
2014-09-04,8.767504985319354
2014-09-05,8.680452646575148
2014-09-06,9.89236393394362
2014-09-07,9.215026185091256
2014-09-08,8.385369723993518
2014-09-09,9.47839564826976
2014-09-10,10.08457095104192
2014-09-11,9.544127323424338
2014-09-12,8.272983529229903
2014-09-13,8.79569544656351
2014-09-14,9.6767802117584
2014-09-15,8.695368132663766
2014-09-16,9.277354632675685
2014-09-17,9.449365434731284
2014-09-18,8.605545571085067
2014-09-19,9.046566772965397
2014-09-20,7.4633678698517905
2014-09-21,8.579830317133693
2014-09-22,8.974110099176771
2014-09-23,8.48521685730653
2014-09-24,9.93436927547568
2014-09-25,8.412485546571077
2014-09-26,8.91726044695936
2014-09-27,9.212709554570864
2014-09-28,9.878358758771386
2014-09-29,8.450496186627662
2014-09-30,9.761032489591713
2014-10-01,9.195904480526664
2014-10-02,8.711680607942107
2014-10-03,9.445438844247134
2014-10-04,9.326169745223728
2014-10-05,8.939080177291338
2014-10-06,9.286929503114298
2014-10-07,9.07249772005415
2014-10-08,9.33532043937582
2014-10-09,9.623310412359361
2014-10-10,10.09920761565262
2014-10-11,8.701511075197573
2014-10-12,10.401415172349312
2014-10-13,8.373588748372185
2014-10-14,9.288723128366854
2014-10-15,9.67400043822532
2014-10-16,9.535801232969533
2014-10-17,9.099650391199386
2014-10-18,9.322859260154344
2014-10-19,9.196559442526391
2014-10-20,9.164730170377997
2014-10-21,9.900773093449546
2014-10-22,9.671239804573926
2014-10-23,9.163231387916005
2014-10-24,9.976627866983943
2014-10-25,9.697800493863003
2014-10-26,9.96807902882508
2014-10-27,9.894127362812192
2014-10-28,9.182641385753623
2014-10-29,9.33502847625733
2014-10-30,10.0068931797048
2014-10-31,9.956699229807384
2014-11-01,9.659464369029008
2014-11-02,9.747106234345353
2014-11-03,10.345921585479045
2014-11-04,9.430062121110174
2014-11-05,10.018260089052308
2014-11-06,9.662576341989881
